e1,e2,label,group_id,platform,query
MSI 微星 Modern MD342CQPW 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),MSI 微星 Modern MD342CQP 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),0,13492596,pchome,msiscreen
HyRead Gaze Mini+ 6吋電子紙閱讀器,Readmoo 讀墨 7 吋 mooInk Nana 彩色電子書閲讀器,0,12697413,pchome,reader
BOOX 文石 Go 6 吋電子閱讀器 - 白色,BOOX 文石 Go 7 吋電子閱讀器 - 白色,0,TP00050760000137,pchome,reader
CookPower 鍋寶 金鑽不沾鍋雙鍋三件組28CM-香檳金(28炒+28煎+鏟),CookPower 鍋寶 七層壓鑄不沾鍋316不鏽鋼蜂巢炒鍋36CM-含蓋(IH/電磁爐適用),0,7684202,pchome,nonstickpan
SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機 4色《公司貨註冊保固1年》,SONY 索尼 WH-1000XM4 無線藍牙降噪 耳罩式耳機,0,11269293,pchome,sonyheadphones
ACER 宏碁 EK271 P6 節能護眼螢幕(27型/FHD/144Hz/1ms/HDMI/VGA/IPS),【Acer 宏碁】EK271 P6 27型 IPS FHD 16:9 144Hz節能護眼電腦螢幕(27吋/FreeSync/1ms),1,14443459,pchome,acerscreen
Logitech 羅技 MK120 有線鍵盤滑鼠組,【Logitech 羅技】MK120 有線鍵盤滑鼠組,1,3539779,pchome,logitechkeyboard
MSI 微星 電競螢幕首選品牌 G244F E2 平面電競螢幕,MSI 微星 G255PF E2 平面電競螢幕 (25型/FHD/180Hz/1ms/IPS),0,TP00014390001488,pchome,msiscreen
Logitech 羅技 POP ICON KEYS 無線鍵盤,Logitech 羅技 【南紡購物中心】   POP KEYS 無線機械式鍵盤《魅力桃》,0,13634031,pchome,logitechkeyboard
HITACHI 日立 10坪內《冷暖型-優質系列》變頻分離式空調RAS-63YH/RAC-63YH,【HITACHI 日立】9-10坪R410一級能效變頻冷暖分離式冷氣(RAC-63YH/RAS-63YH),1,13742240,pchome,hitachiairconditioner
ACER 宏碁 SA272U G0W 超薄護眼螢幕(27型/2K/120Hz/1ms/IPS),ACER 宏碁 CS272K 智慧聯網螢幕(27型/4K/HDMI/喇叭/IPS),0,13765197,pchome,acerscreen
SONY 索尼 WH-ULT900N 無線重低音降噪耳機 公司貨 保固 12個月,SONY 索尼 [ 公司貨 保固 12+6 個月] MDR MV1 開放式錄音室監聽耳機,0,12767663,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,14275948,pchome,sonyheadphones
S004淨水器專用替換濾心(3US-F004-5),沐浴過濾器替換濾芯 (1入),0,6075768,pchome,3mwaterpurifier
PRO MP165 E6 16型 IPS FHD 攜帶式螢幕(60Hz/4ms/防閃爍/減藍光/內建喇叭/支援Type-C/HDMI),MSI 微星 24型 MD2412PW FHD IPS 美型螢幕,0,14372154,pchome,msiscreen
PRO MP165 E6 16型 IPS FHD 攜帶式螢幕(60Hz/4ms/防閃爍/減藍光/內建喇叭/支援Type-C/HDMI),MSI 微星 PRO MP243L E14 電腦螢幕 24吋 IPS 144Hz 1ms FHD 商用螢幕 液晶螢幕,0,TP00002420000791,pchome,msiscreen
Ultra Go Type-C 雙用隨身碟薰衣草紫64GB(公司貨),【SanDisk】Ultra Go Type-C 雙用隨身碟薰衣草紫64GB(公司貨),1,12076983,pchome,usb
TAKARA TOMY 多美小汽車 TOMICA 無極限 PRM 爆走兄弟 迷你四驅車 鷹羽龍 新三角箭ZMC,TOMICA TOMICA PREMIUM 爆走兄弟 迷你四驅車 音速戰神 Sonic Saber TM91569,0,14133681,pchome,tomica
SONY 索尼 INZONE H9 II 無線降噪電競耳機 (WH-G910N),SONY 索尼 INZONE E9 IER-G900 入耳式電競耳機,0,14450670,pchome,sonyheadphones
Dyson 戴森 V12 SV46 Detect Slim Fluffy 輕量智能吸塵器(銀灰)【福利品】,Dyson 戴森 SV46 V12 Fluffy 智慧輕量吸塵器,0,11712276,pchome,dysonvacuumcleaner
SONY 索尼 WH-1000XM4 藍牙降噪耳罩式耳機《公司貨註冊保固2年》,【SONY 索尼】WH-1000XM4 主動式降噪 無線藍牙耳機(公司貨 保固12+12),1,14144339,pchome,sonyheadphones
MSI 微星 MSI PRO MP165 E6 可攜式螢幕 (16型/FHD/Type C/喇叭/IPS)+SPACE LED觸控護眼三色螢幕掛燈 33cm款,MSI 微星 PRO MP252L 美型螢幕(25型/FHD/HDMI/IPS),0,14372154,pchome,msiscreen
HITACHI 日立 《旗艦冷專》變頻分離式冷氣 RAS-50HQP_RAC-50QP,HITACHI 日立 《旗艦冷專》變頻分離式冷氣 RAS-36HQP_RAC-36QP,0,10945585,pchome,hitachiairconditioner
Logitech 羅技 G G713 美型炫光機械式鍵盤 - 觸感軸,Logitech 羅技 G Pro 電競鍵盤 - KDA,0,10419053,pchome,logitechkeyboard
HITACHI 日立 《精品冷專》變頻分離式冷氣 RAS-28YSP_RAC-28SP,HITACHI 日立 《精品冷專》變頻分離式冷氣 RAS-22YSP_RAC-22SP,0,13570680,pchome,hitachiairconditioner
ESD310P USB3.2/Type C 512GB 雙介面固態行動隨身碟/高速隨身碟-櫻花粉(TS512GESD310P),【Transcend 創見】ESD310C 512GB USB3.2 雙介面SSD固態行動碟-太空黑(TS512GESD310C),1,11354226,pchome,usb
GIGABYTE 技嘉 RTX5070 WINDFORCE OC SFF 12G 顯示卡,【GIGABYTE 技嘉】GeForce RTX5070 WINDFORCE OC SFF 12G 顯示卡(GV-N5070WF3OC-12GD),1,13785397,pchome,rtx5070
SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機《公司貨註冊保固1年》,【SONY 索尼】SONY 耳罩式無線藍牙耳機WH-CH520(原廠公司貨),1,TP00026420000042,pchome,sonyheadphones
Logitech 羅技 M750 多工靜音無線滑鼠 玫瑰粉,【Logitech 羅技】M750多工靜音無線滑鼠(Easy-Switch三裝置配對),1,13227934,pchome,logitechmouse
MSI 微星 Modern MD272XPW 平面美型螢幕 (27型/FHD/HDMI/喇叭/IPS),MSI 微星 Modern MD272QXPW 平面美型螢幕,0,TP00010730000838,pchome,msiscreen
Dyson 戴森 SV18 Digital Slim Fluffy 無線吸塵器(銅色)【福利品】,Dyson 戴森 【福利品】 Digital Slim Fluffy 輕量無線吸塵器 銀灰,0,11916030,pchome,dysonvacuumcleaner
ZOTAC GeForce RTX 5070 Twin Edge OC 顯示卡,ZOTAC GAMING GeForce RTX 5070 SOLID OC 顯示卡,0,14064719,pchome,rtx5070
MSI 微星 電競螢幕首選品牌 G244F E2 平面電競螢幕,MSI 微星 MAG 274QF 平面電競螢幕 (27型/WQHD/HDR/180Hz/0.5ms/IPS),0,TP00014390001488,pchome,msiscreen
SONY 索尼 MDR-7506 錄音監聽耳機 頭戴式耳機,SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,10758517,pchome,sonyheadphones
Kleenex 舒潔 16包/箱 濕式衛生紙 (40抽X16包),Kleenex 舒潔 濕式衛生紙 (40張x3包x12組/箱),0,9025386,pchome,kleenextoiletpaper
Dyson 戴森 SV18 Digital Slim Fluffy 無線吸塵器(銅色)【福利品】,Dyson 戴森 【福利品】Digital Slim Fluffy Extra SV18 輕量無線吸塵器 紫色 超大全配組,0,11916030,pchome,dysonvacuumcleaner
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,TP00075570000024,pchome,sonyheadphones
HyRead Gaze Mini+ 6吋電子紙閱讀器,Readmoo 讀墨 7吋 mooInk Nana 彩色電子書閲讀器(玩轉Nana套組),0,14022101,pchome,reader
MSI 微星 MSI PRO MP165 E6 可攜式螢幕 (16型/FHD/Type C/喇叭/IPS)+SPACE LED觸控護眼三色螢幕掛燈 33cm款,MSI 微星 PRO MP252L 美型螢幕(25型/FHD/HDMI/IPS),0,TP00002420000791,pchome,msiscreen
PHILIPS 飛利浦 官方直營 Sonicare 亮白隨行智能鑽石音波電動牙刷 HX9911/62 (藍鑽)(電動牙刷),【驚爆價】副廠音波牙刷頭 Sonicare Elite HX7001(相容飛利浦 PHILIPS 電動牙刷),0,13020468,pchome,philipstoothbrush
MSI 微星 Modern MD272UPHW 平面美型螢幕 (27型/4K/HDMI/喇叭/IPS),MSI 微星 Modern MD272QXPW 平面美型螢幕,0,13768458,pchome,msiscreen
ACER 宏碁 SA273 P1b 超薄護眼螢幕(27型/FHD/144Hz/1ms/HDMI/IPS),ACER 宏碁 CS272K 智慧聯網螢幕(27型/4K/HDMI/喇叭/IPS),0,14231499,pchome,acerscreen
HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),HyRead Gaze Mini+ 6吋電子紙閱讀器,0,13683196,pchome,reader
Logitech 羅技 G512 RGB 機械遊戲鍵盤青軸,Logitech 羅技 K380 跨平台藍芽鍵盤《玫瑰粉》,0,7487701,pchome,logitechkeyboard
Logitech 羅技 M750 多工靜音無線滑鼠 玫瑰粉,Logitech 羅技 M240 靜音藍牙滑鼠 玫瑰粉,0,13246476,pchome,logitechmouse
tokuyo 督洋 花漾玩美椅 按摩椅 TC-510 (小腿搓揉+足底滾輪),【tokuyo】花漾玩美椅 按摩椅TC-510(小腿搓揉+足底滾輪),1,10452916,pchome,massagechair
SONY 索尼 WF-C710N 真無線降噪藍牙耳機 4色 原廠公司貨,SONY 索尼 WF-1000XM5 主動式降噪真無線藍牙耳機 4色 (公司貨保固12+6個月),0,13901382,pchome,sonyheadphones
SONY 索尼 [ 公司貨 保固12+12]  WH-1000XM4  主動式降噪 無線藍牙耳機(智慧降噪 / 無線高音質 / 質感美型),SONY 索尼 [ 公司貨 保固 12+6 個月] MDR MV1 開放式錄音室監聽耳機,0,7965580,pchome,sonyheadphones
Kleenex 舒潔 好絨軟(淺紫色)蘆薈抽取衛生紙  100抽*30包,Kleenex 舒潔 平版衛生紙(400張x48包/箱),0,14199694,pchome,kleenextoiletpaper
SONY 索尼 WF-C510真無線藍牙耳機(公司貨),SONY 索尼 WF-C700N多彩降噪真無線耳機,0,13299668,pchome,sonyheadphones
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+原廠磁感應保護殼 (辣醬紅),0,14022101,pchome,reader
Logitech 羅技 Pebble 2 Combo 無線藍芽鍵盤滑鼠組 石墨灰,Logitech 羅技 Pebble Keys 2 K380s 跨平台藍牙鍵盤,0,TP00002230002563,pchome,logitechkeyboard
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰 (公司貨 保固12+6個月),0,14091867,pchome,sonyheadphones
Logitech 羅技 M235n 無線滑鼠 藍色,Logitech 羅技 M171 無線滑鼠 灰黑,0,11514634,pchome,logitechmouse
Falchion ACE HFX 65%機械式鍵盤-磁軸/中文,DataTraveler Kyson USB3.2 隨身碟-256GB (DTKN/256GB),0,13334187,pchome,usb
ACER 宏碁 SA273 P1w 超薄護眼螢幕(27型/FHD/144Hz/1ms/HDMI/IPS),【Acer 宏碁】SA273 P1w 電腦螢幕(27型/FHD/144Hz/1ms/IPS),1,14267773,pchome,acerscreen
Dyson 戴森 V15 Detect Fluffy SV47 智慧無線吸塵器(除螨機/寵物家庭/原廠公司貨),適用Dyson吸塵器 V15電池 大容量電池 SV22 SV47 卡扣款 BSMI合格,0,12650155,pchome,dysonvacuumcleaner
S004淨水器濾心+PP濾心2入+樹脂濾心2入(3US-F004-5+3RS-F001-5*2+3RF-F001-5*2),極淨倍智淨水系統SD390,0,5771816,pchome,3mwaterpurifier
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組B),【HyRead】 收納保護套優惠組 Gaze Mini+ 6吋閱讀器 (淺蔥青)+收納保護套雙色任選,1,14361608,pchome,reader
Samsung 三星 微型智慧投影機 The Freestyle SP-LFF3CLAXXZW,【SAMSUNG 三星】The Freestyle HDR10微型投影機(SP-LFF3CLAXXZW),1,12323976,pchome,projector
Logitech 羅技 G402 高速追蹤遊戲滑鼠,Logitech 羅技 LIFT人體工學垂直滑鼠-珍珠白,0,3014196,pchome,logitechmouse
Logitech 羅技 K380S 跨平台藍牙鍵盤 石墨灰,Logitech 羅技 K780 Multi-Device 跨平台藍牙鍵盤,0,12127122,pchome,logitechkeyboard
S003櫥下型可生飲淨水器+前置PP系統(原廠到府安裝+鵝頸龍頭),-前置PP過濾系統(3PS-S001-5 SQC),0,1305616,pchome,3mwaterpurifier
Dyson 戴森 V12 Detect Slim Fluffy SV46 輕量智能吸塵器(銀灰)(升級版配件/除螨機/原廠公司貨/二年保固),Dyson 戴森 【福利品】 V12 Detect Slim Fluffy SV34 輕量智能吸塵器 銀灰,0,11387690,pchome,dysonvacuumcleaner
Ultra Go Type-C 雙用隨身碟薰衣草紫512GB(公司貨),Ultra Go Type-C 雙用隨身碟薰衣草紫64GB(公司貨),0,8406662,pchome,usb
ACER 宏碁 XV270U F3 2K電競螢幕(27型/2K/320Hz/1ms/IPS),ACER 宏碁 XV270U X1 2K電競螢幕(27型/2K/200Hz/0.5ms/HDMI/DP/IPS),0,14338425,pchome,acerscreen
SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機,SONY 索尼 WH-1000XM5 HD降噪 無線藍牙 耳罩式耳機,0,11115166,pchome,sonyheadphones
PHILIPS 飛利浦 官方直營 Sonicare Smart 鑽石靚白智能音波震動牙刷HX9924/22 (典雅粉)(電動牙刷),官方直營 Sonicare ProtectiveClean 智能護齦音波震動牙刷HX6803/02(電動牙刷),0,7573608,pchome,philipstoothbrush
MSI 微星 PRO MP243L E14 電腦螢幕 24吋 IPS 144Hz 1ms FHD 商用螢幕 液晶螢幕,MSI 微星 27型 PRO MP273L E14  IPS 144Hz 1ms 美型螢幕,0,14323298,pchome,msiscreen
MSI 微星 Modern MD342CQPW 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),MSI 微星 MD342CQPW 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),0,13312733,pchome,msiscreen
Logitech 羅技 Signature K855 無線鍵盤(黑)加英文鍵帽(粉霞紅),Logitech 羅技 K270 無線鍵盤,0,10390140,pchome,logitechkeyboard
PHILIPS 飛利浦 官方直營 煥白閃耀智能鑽石音波電動牙刷HX9912/17 (黑鑽)(電動牙刷),官方直營 輕巧軟毛音波震動牙刷-輕羽白HX2421/02+專用溫和清潔刷頭*五支(電動牙刷),0,10914882,pchome,philipstoothbrush
SONY 索尼 WF-1000XM5 真無線主動式降噪耳機,【SONY 索尼】WF-1000XM5 旗艦真無線藍芽耳機(台灣公司貨保固12+6),1,11658292,pchome,sonyheadphones
SONY 索尼 WF-C510 真無線藍牙耳機,【SONY 索尼】SONY 真無線藍牙耳機WF-C510(原廠公司貨),1,TP00026420000010,pchome,sonyheadphones
Kleenex 舒潔 棉柔厚韌三層抽取衛生紙 110抽X30包/箱_110抽增量版 加量不加價,Kleenex 舒潔 8串組-雲柔舒適抽取式衛生紙(100抽x10包/串)2款隨機出貨,0,9025385,pchome,kleenextoiletpaper
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機(台灣公司貨保固12+6),SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,11657909,pchome,sonyheadphones
Ultra Go Type-C 雙用隨身碟海灣藍128GB(公司貨),Ultra Go Type-C 雙用隨身碟256GB(公司貨),0,8452367,pchome,usb
Logitech 羅技 MX Keys Mini 無線鍵盤 - 簡約白,Logitech 羅技 MX Keys S 無線智能鍵盤 石墨灰,0,9562941,pchome,logitechkeyboard
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機(台灣公司貨保固12+6),SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,11752537,pchome,sonyheadphones
ASUS 華碩 TUF Gaming GeForce RTX 5070 12GB GDDR7 OC 超頻版 顯示卡,【ASUS 華碩】TUF Gaming GeForce RTX™ 5070 12GB GDDR7 OC 超頻版 顯示卡,1,14012710,pchome,rtx5070
PHILIPS 飛利浦 官方直營 Sonicare輕柔舒敏音波震動牙刷-小彩刷綠 HX2411/03(送刷頭5入)(電動牙刷),【Philips 飛利浦-momo獨家】官方直營 Sonicare輕柔舒敏音波震動牙刷-小彩刷藍HX2411/04送刷頭8入,1,12302163,pchome,philipstoothbrush
HITACHI 日立 10坪內《冷暖型-優質系列》變頻分離式空調RAS-63YH/RAC-63YH,HITACHI 日立 7坪內《冷暖型-優質系列》變頻分離式空調RAS-40YH/RAC-40YH,0,13533955,pchome,hitachiairconditioner
Amazon Kindle paperwhite 6 亞馬遜電子書閱讀器 7吋 IPX8防水 32GB大容量 高清電子墨水螢幕,MEEBOOK M6C 6 吋彩色電子閱讀器,0,14149989,pchome,reader
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,【SONY 索尼】SONY WH-CH720N 無線降噪 藍牙耳機 (台灣公司貨),1,TP00072220000011,pchome,sonyheadphones
MSI 微星 PRO MP243L E14 電腦螢幕 24吋 IPS 144Hz 1ms FHD 商用螢幕 液晶螢幕,【MSI 微星】PRO MP243L E14 24型 IPS 144Hz 護眼螢幕(HDMI/D-Sub/1ms MPRT),1,14207671,pchome,msiscreen
PHILIPS 飛利浦 亮白隨行智能鑽石音波電動牙刷-藍鑽 HX9911/62,(2入)可放2隻刷頭 刷頭架 飛利浦 HX6013 HX6042 HX6063 HX9023 HX9033 電動牙刷刷頭架,0,11082581,pchome,philipstoothbrush
MSI 微星 PRO MP275Q 2K 商用螢幕 100Hz/IPS/WQHD/HDR/內建喇叭,MSI 微星 MD342CQPW 34型 2K VA護眼曲面螢幕-白 (21:9/1500R/120Hz/喇叭/可調式支架),0,12721983,pchome,msiscreen
MSI 微星 GeForce RTX 5070 12G GAMING TRIO OC 顯示卡,MSI 微星 RTX 5070 12G SHADOW 2X OC 顯示卡,0,13757805,pchome,rtx5070
ACER 宏碁 XV345CUR V3 曲面電競螢幕(34型/3440x1440/21:9/180Hz/0.5ms/HDMI/DP/VA),ACER 宏碁 XZ322QU V3 曲面螢幕(32型/2K/180Hz/1ms/VA),0,11979591,pchome,acerscreen
MSI 微星 MPG 274URDFW E16M 平面電競螢幕 (27型/UHD/HDR/160Hz/0.5ms/IPS),MSI 微星 電競螢幕首選品牌 G244F E2 平面電競螢幕,0,14185290,pchome,msiscreen
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機,SONY 索尼 WH-1000XM5 無線藍牙降噪 耳罩式耳機【公司貨保固12個月註冊延長6個月】,0,14046597,pchome,sonyheadphones
HyRead Gaze Mini+ 6吋電子紙閱讀器,Readmoo 讀墨 7吋 mooInk Nana 彩色電子書閲讀器(玩轉Nana套組),0,14074211,pchome,reader
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰 (公司貨 保固12+6個月),SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),0,11658292,pchome,sonyheadphones
MSI 微星 MAG 275QF HDR電競螢幕 (27型/2K/180Hz/0.5ms/IPS/HDMI),MSI 微星 MAG 346CQ 曲面電競螢幕 (34型/UWQHD/HDR/180Hz/1ms/VA),0,14142940,pchome,msiscreen
Ultra Go Type-C 雙用隨身碟薰衣草紫128GB(公司貨),Ultra Go Type-C 雙用隨身碟海灣藍64GB(公司貨),0,8452367,pchome,usb
MSI 微星 PRO MP275PG E14 美型螢幕(27型/FHD/144Hz/IPS/1ms),MSI 微星 PRO MP273L E14 美型螢幕(27型/FHD/HDMI/IPS/144Hz/1ms),0,TP00010730001964,pchome,msiscreen
HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 側翻套組,Readmoo 讀墨 7吋 mooInk Nana 彩色電子書閲讀器(玩轉Nana套組),0,14361609,pchome,reader
Seven Star 七星級 【SevenStar】首席之座Plus按摩椅 SC-396,Seven Star 七星級 【SevenStar】天王星揉粹按摩椅 SC-560,0,12889798,pchome,massagechair
Logitech 羅技 M240 無線靜音藍牙滑鼠,Logitech 羅技 LIFT人體工學垂直滑鼠-玫瑰粉,0,11513697,pchome,logitechmouse
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機 WHM6,SONY 索尼 WH-1000XM5 無線藍牙降噪 耳罩式耳機【公司貨保固12個月註冊延長6個月】,0,TP00071580001772,pchome,sonyheadphones
Kleenex 舒潔 小捲筒衛生紙(270張x72捲/袋),Kleenex 舒潔 平版衛生紙(400張x48包/箱),0,2717701,pchome,kleenextoiletpaper
CookPower 鍋寶 金鑽不沾鍋雙鍋三件組28CM-銀河藍(28炒+28煎+鏟),CookPower 鍋寶 七層壓鑄不沾鍋316不鏽鋼蜂巢炒鍋36CM-含蓋(IH/電磁爐適用),0,7968387,pchome,nonstickpan
HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 收納套組,HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14022101,pchome,reader
輝葉 AI追夢椅(HY-5085) (智慧按摩椅/腿部搓揉/零重力),輝葉 商務艙PLUS零重力按摩椅(身形偵測/擬真按摩 HY-5013),0,12716377,pchome,massagechair
SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機《公司貨註冊保固1年》,【SONY 索尼】WH-CH520 無線藍芽耳罩式耳機(公司貨保固12個月),1,12638329,pchome,sonyheadphones
ACER 宏碁 SA273 P1b 超薄護眼螢幕(27型/FHD/144Hz/1ms/HDMI/IPS),ACER 宏碁 CS272 智慧聯網螢幕(27型/FHD/HDMI/喇叭/IPS),0,14231499,pchome,acerscreen
SONY 索尼 WH-1000XM5 無線藍牙降噪耳罩式耳機,【SONY 索尼】WH-1000XM5 主動式降噪旗艦藍芽耳機(台灣公司貨保固12+6),1,10204540,pchome,sonyheadphones
SONY 索尼 WF-C710N 真無線藍牙耳機(公司貨 保固12個月),SONY 索尼 WF-C510 真無線藍牙耳機 (公司貨 保固12個月),0,13901745,pchome,sonyheadphones
ASUS 華碩 華碩 TUF RTX5070 O12G GAMING 顯示卡,【ASUS 華碩】TUF Gaming GeForce RTX™ 5070 12GB GDDR7 OC 超頻版 顯示卡,1,14012710,pchome,rtx5070
CookPower 鍋寶 金鑽不沾鍋雙鍋三件組28CM-蒂芬妮藍(28炒+28煎+鏟),【CookPower 鍋寶】金鑽不沾鍋廚王四鍋組(兩色任選),1,7968387,pchome,nonstickpan
SONY 索尼 WF-1000XM5 主動式降噪真無線藍牙耳機 4色 (公司貨保固12+6個月),【SONY 索尼】WF-1000XM5真無線降噪入耳式耳機(公司貨),1,11786592,pchome,sonyheadphones
SONY 索尼 [ 公司貨 保固12+12]  WH-1000XM4  主動式降噪 無線藍牙耳機(智慧降噪 / 無線高音質 / 質感美型),【SONY 索尼 公司貨 保固12+12】WH-1000XM4 無線藍牙降噪耳罩式耳機(降噪藍芽耳機 / 會議專用),1,7965580,pchome,sonyheadphones
S004淨水器專用替換濾心2年份組 (濾心型號為3US-F004-5),沐浴過濾器替換濾芯 (1入),0,6075768,pchome,3mwaterpurifier
Wanbo 萬播 旋轉智慧投影機 T2 Ultra(120度可調角度/Android TV 11 /500ANSI流明/1080P),Wanbo 萬播 智慧投影機TT (1080P、650ANSI流明、開機自動對焦、杜比音效),0,14391089,pchome,projector
DataTraveler Kyson 512GB USB 3.2 Gen1 隨身碟(DTKN/512GB),DataTraveler Exodia USB 3.2 Gen1 隨身碟128GB,0,12456831,pchome,usb
Logitech 羅技 MX Master 3S 無線滑鼠-石墨灰,Logitech 羅技 MX Master 2S 無線智能滑鼠 黑色,0,11918099,pchome,logitechmouse
HITACHI 日立 7坪內《冷暖型-優質系列》變頻分離式空調RAS-40YH/RAC-40YH,HITACHI 日立 5-7坪R32精品系列一對一變頻單冷RAC-40SP/RAS-40YSP含運送+標準安裝+舊機回收,0,13427053,pchome,hitachiairconditioner
SONY 索尼 WF-C510 真無線藍牙耳機 4色 (公司貨),【SONY 索尼】WF-C510 真無線藍牙耳機(台灣公司貨保固12個月),1,13299668,pchome,sonyheadphones
SONY 索尼 WF-C510 IPX4 防水 真無線藍芽耳機,【SONY 索尼】WF-C510 真無線藍牙耳機(台灣公司貨保固12個月),1,13299668,pchome,sonyheadphones
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,SONY 索尼 WI-OE610 Float Run 頸帶離耳式耳機 [Sony公司貨 保固12個月],0,11115165,pchome,sonyheadphones
SONY 索尼 WH-1000XM5 主動式降噪耳罩式耳機,SONY 索尼 WF-C510真無線藍牙耳機(公司貨),0,TP00072220000081,pchome,sonyheadphones
