e1,e2,label,group_id
【Logitech 羅技】MX Anywhere 3S無線藍牙行動滑鼠(玫瑰粉),MX Anywhere 3S 無線行動滑鼠 玫瑰粉,1,DCBE2G-A900GHC2Y
【Promate】Usb Type C To 3.5Mm 音源轉接頭(AuxlinkC),Promate Usb Type C To 3.5Mm 音源轉接頭(AuxlinkC),0,DYAPAI-A900B199C
倍潔雅 純萃柔感抽取式衛生紙(150抽X12包X5袋/箱),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9455744
【Panasonic 國際牌】268公升一級能效雙門變頻冰箱(NR-B271TV-S1),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DPAC1T-A900FLZQC
Nc02  3.5Mm音頻孔+Usb2.0多功能轉換器,【Mill 米爾】冷暖兩用 隨身型陶瓷電暖器 暖氣機(Cus1100Mecwa),0,DCADNM-A900EXI17
【SONY 索尼】ILCE-7CM2L α7C II+SEL2860 A7CM2L 變焦鏡頭 鏡頭組(公司貨),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DGCM55-A900GOP2G
【Lego 樂高】哈利波特系列 71043 Hogwarts Castle(積木 哈利波特),【Lego 樂高】哈利波特系列 71043 Hogwarts Castle(積木 哈利波特),0,QFAS59-A9009PETG
【Kiehl’s 契爾氏】激光極淨白淡斑精華 115ml 2入加大升級組(國際航空版),激光極淨白淡斑精華 115ml (2入組),1,DDADHO-1900HSYB4
【Panasonic 國際牌】380L高效變頻壓縮機直立式冷凍櫃(NR-FZ383AV-S),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DPAC1T-A900GB0L3
【Rainbow彩虹全球3C 】Rainbow轉接線 Iphone 轉 Lightning音源+Lightning充電 音源轉接線,【Ktnet】Gt2 TypeC 轉 3.5Mm 3合1 音源轉接線,0,8514762
【DELL 戴爾】14吋i5輕薄特仕筆電(Vostro V14-3440-R1608ATW-3Y-SP3/i5-1334U/32G/1TB SSD/W11P/灰/三年保),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DHAI97-A900HFY1X
Ns Switch 任天堂原廠 多角度摺疊充電底座(台灣公司貨),【Nintendo 任天堂】Ns Switch Dobe 多角度摺疊充電底座(Switch專用),1,10719976
【LANCOME 蘭蔻】超緊顏白金緊緻抗痕眼霜15ml(國際航空版  青春眼霜),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDBH28-A900BUS46
【Panasonic 國際牌】610公升新一級能源效率三門變頻冰箱-絲紋黑(NR-C611XV-V1),無邊框鋼板610公升三門冰箱NR-C611XV-V1(絲紋黑),1,DPAC1T-A900G80X0
【Arden 雅頓】玫瑰金抗痕膠囊 60顆X2入組(國際航空版)買一送一,玫瑰金抗痕臉部膠囊 60顆*2入,1,DDAD08-1900H9G9C
Lightning Iphone 轉 雙Lightning一分二轉接線 二合一充電音源線轉接頭2入,加利王Wuw Iphone Lightning 轉接 3.5Mm Aux音源線 音頻傳輸線(R152)1M,0,6682364
【SONY 索尼】FE 16-35mm F2.8 GM II 超廣角變焦鏡頭 SEL1635GM2(公司貨 二年保固),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DGBS2L-A900GNKEF
【CLINIQUE 倩碧】水磁場深層保濕晚安面膜100ml(活性蘆薈水夜間密集修護),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD2Y-A90063F0T
【Asus 華碩】DualRtx3060TiO8Gd6X 顯示卡,【Asus 華碩】TufRtx4070Ti12GGaming 顯示卡,0,DRADLX-A900G901C
【ARDEN 雅頓】精純滲透活膚21天霜75ml(國際航空版),【 伊麗莎白】21天霜 75ml (台灣專櫃貨),1,DDAD08-A900FMCQQ
【Logitech G】G502 X PLUS 炫光高效能無線電競滑鼠,Leviathan V2 X 利維坦巨獸 V2 X 電競喇叭,0,DSBC0X-A900FXE94
【L’Occitane 歐舒丹】官方直營 草本體香露50ml(體香膏),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDADPS-A900HRCJ3
【DARPHIN 朵法】全效舒緩精華75ml(小粉紅),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDCV36-A900HQFOQ
Nc02  3.5Mm音頻孔+Usb2.0多功能轉換器,Nc02  3.5Mm音頻孔+Usb2.0多功能轉換器,0,DCADNM-A900EXI17
日本 ag COTSUBU for ASMR MK2 真無線藍牙耳機,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DYAQF4-A900HKBM2
【AMD 超微】Ryzen 7 8700G 8核/16緒 處理器《4.2GHz/24M/65W/AM5/Radeon 780M/Ryzen AI》,Deco BE65 Wi-Fi 7 BE11000 三頻 2.5G 真Mesh無線網路網狀路由器(Wi-Fi 7分享器/支援VPN)(2入),0,DSBC0B-A900H5EGE
【Logitech G】G304 LIGHTSPEED 無線電競滑鼠(紫色),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DCBE2G-A900BXE4L
【i-Rocks】T07 Plus人體工學椅 專用椅墊 C07P,T07  Plus人體工學椅 專用椅墊 C07P,1,DCAK5G-A900FFE9Z
倍潔雅好韌真3層抽取式衛生紙Pefc(100抽12包/袋),【倍潔雅】好韌真3層抽取式衛生紙Pefc(100抽24包4袋/箱),1,8905770
【Arden 雅頓】HA白金澎潤保濕膠囊90顆(國際航空版),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD08-A900GHO4W
【MSI 微星】▲特仕 32G Ram▲16吋 Pulse 16 AI C1VFKG 015TW/Ultra 9 185H/RTX4060/1TB/W11,背光鍵盤 CreatorPro 16 AI Studio A1VJG-070TW 16吋繪圖筆電,0,DHAKAZ-1900HV8JB
【ASUS 華碩】S5504VA-0152S13500H 15.6吋特仕筆電 （i5-13500H/16G/2T/W11）,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DHABAQ-A900GFFNO
尚朋堂 陶瓷電暖器Sh3260,【尚朋堂】陶瓷電暖器Sh3260,1,9775601
【LANCOME 蘭蔻】晶透潔顏泡沫200ml(百貨專櫃貨),晶透潔顏泡沫200ml,1,DDAD0F-A900HH8TX
官方旗艦館【小米】Xiaomi 14T Pro 6.67吋 5G(12G/1TB/聯發科天璣9300+晶片/5000萬鏡頭畫素),14T Pro 12GB/1TB,1,DYAWBX-A900HTG4S
【Razer 雷蛇】Cobra Pro 眼鏡蛇 無線電競滑鼠,Basilisk 巴塞利斯蛇 V3 Pro 35K 無線電競滑鼠,0,DCBF01-A900HLWA2
ブラボーユー 3.5Mm轉Usb(母)汽車Aux專用音頻轉接線,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9162939
【契爾氏】官方直營 超進化全能新生超級眼霜28ml(Kiehl’s/輕脂眼霜/緊緻),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD8M-A900G8PXL
【Amd超值裝機組】R57600X六核心處理器+微星Pro B650P Wifi主機板,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DRAI4R-1900FZ1P8
【Sharp 夏普】30L Healsio水波爐/紅(AxXp10TR),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMBJ02-A900F6RO2
Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10386726
倍潔雅好韌真Plus 3層抽取衛生紙Pefc茶樹精油抑菌(100抽10包/袋),【倍潔雅】好韌真Plus 3層茶樹精油抑菌抽取衛生紙Pefc(100抽10包6袋),1,9716694
【Hermes 愛馬仕】橘綠之泉香皂 香水皂 50gX3入組-含皂盒(平行輸入),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAH1W-A900GCQAW
【Msi 微星】Rtx 3060 Ti 8G Super 3X 8Gd6X Oc 顯示卡,微星Msi Rtx 3060 Ti 8G Super 3X 8Gd6X Oc 顯示卡,1,DRADLA-A900G95I7
【Sisley 希思黎】瞬間保濕緊膚面膜 60ml(法國進口 國際航空版),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD21-A900HD51A
【KOSE 高絲】雪肌精 靚白洗顏乳 140ml,雪肌精靚白洗顏乳140ml  (正統公司貨),1,DDAD0D-A900BOF13
【Msi 微星】Geforce Rtx 4070 Ti Gaming X Trio 12G 顯示卡,【Msi 微星】Geforce Rtx 4070 Ti Gaming X Trio 12G 顯示卡,0,DRADLA-A900FW2BZ
【MSI 微星】Katana A17 AI B8VE-838TW-SP4 17.3吋 黑 特仕筆電(R7 8845HS/16G+16G/1TB PCIE+1TB SSD/RTX4050 6G/W11),G5 MF5-52TW383SH-SP6 黑(i5-13500H/32G/512G+2TB SSD/RTX4050 6G/W11/15.6)特仕筆電,0,DHABGS-A900HN92K
Panasonic國際牌 450公升三門變頻玻璃翡翠金冰箱NR-C454HG-N,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DMBM2D-A900HWOO6
【BOSE】QuietComfort Ultra  耳機襯墊 霧白色,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGCT1B-A900HEWNU
倍潔雅秒抽瞬吸抽取式廚房紙巾100抽28包,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,9747451
【Asus 華碩】DualRtx4060TiO8G 顯示卡,【Asus 華碩】TufRtx4070O12GGaming 顯示卡,0,DRADKY-A900GCL3D
【SanDisk 晟碟】128GB 200MB/s Extreme Pro microSDXC U3 V30 A2 記憶卡(平輸 附轉卡),【C+M套餐】微星 Pro B650MA Wifi 主機板 + Amd R57600X處理器,0,DGAGCT-A900FN0DP
【Logitech G】G502 X PLUS 炫光高效能無線電競滑鼠(岩石黑),G502 X PLUS RGB無線電競滑鼠 黑色,1,DCBE2G-A900FMPFK
倍潔雅抽取式衛生紙150抽X10包X8串/箱,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,6777048
【WD 威騰】My Book 16TB 3.5吋外接硬碟WDBBGB0160HBK-SESN,My Book 16TB 3.5吋外接硬碟(BBGB0160HBK-SESN),1,DRAA5N-A900H079C
【百寶屋】Switch 副廠 Usb充電主機底座散熱冷卻風扇,【百寶屋】Switch 副廠 Usb充電主機底座散熱冷卻風扇,0,QAAS33-A900AEX5Q
【Lenovo】Tab P12 12.7吋 8G/256G WiFi TB370FU 平板電腦(鍵盤皮套組),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DYAMFE-A900H3H48
【Remax】Rpp20 15000Mah 18W 4孔輸出自帶線,Remax Rpp20 四合一行動電源 15000Mah Pd Qc3.0,0,DYAO44-A900G3VCX
【HR 赫蓮娜】官方直營 黑繃帶修護乳霜15ML(專櫃抗老推薦),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDADN3-A900HB06M
Promate Usb Type C To 3.5Mm 音源轉接頭,【Promate】Usb Type C To 3.5Mm 音源轉接頭(AuxlinkC),1,8349225
Bone / 原木擴香台 Wood Diffuser  毛怪,加利王Wuw TypeC To 3.5Mm / UsbC轉3.5Mm 音頻轉接線(X106),0,8974205
【SanDisk 晟碟】128GB 200MB/s Extreme Pro microSDXC U3 V30 A2 記憶卡(平輸 附轉卡),【C+M套餐】微星 Pro X670P Wifi 主機板 + Amd R97900X處理器,0,DGAGCT-A900FN0DP
【HUAWEI 華為】WATCH Ultimate Design 48mm 尊享款 運動健康智慧手錶,『官旗』 WATCH ULTIMATE Design 尊享款,1,DYAK5H-A900HHBVF
【Nintendo 任天堂】NS Switch《紙片瑪利歐 RPG》台灣公司貨 中文版-梓萌電玩,NS《紙片瑪利歐RPG》中文版,1,DGBJPQ-1900HI41O
【Panasonic 國際牌】300公升一級能效玻璃門雙門變頻冰箱-鏡面鑽石黑(NR-B301VG-X1),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DPAC1T-A900GEMQD
【SanDisk 晟碟】64GB 200MB/s Extreme Pro microSDXC U3 V30 A2 記憶卡(平輸 附轉卡),【C+M套餐】微星 Pro B650MA Wifi 主機板 + Amd R57600X處理器,0,DGCA05-A900F8U2N
【皇覺】櫻花莓果牛軋雪Q餅3盒,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DBACFN-A900FG0WW
【Microsoft 微軟】XBOX 原廠無線控制器(極地行動)+【Microsoft 微軟】XBOX 無線雙模 耳機麥克風,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGBJAH-A900HCLHA
即期品【寶拉珍選】抗老化緊緻A醇身體乳118ml 2入組,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDDE03-1900HBN21
【Papago!】Gosafe 888 雙鏡頭電子後視鏡行車紀錄器測速版+天瀚 導航王 K700 7吋導航機(行車導航組),Papago! Gosafe888雙鏡頭電子後視鏡+天瀚Carking K700行車七吋導航組,1,DEBB01-A900FTNSD
【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Rj45多功能轉接器,【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Vga多功能轉接器,1,8369751
【IGear】Iphone/Ipad/Ipod 音源線控器(Imc100),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DCACH2-A9005RVFN
【東伸】日系Eva斗篷式雨衣,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,9283839
現貨 任天堂 NS Switch《 薩爾達傳說 智慧的再現 》中文版 2024/09/26 發售 Switch 遊戲片 台灣代理商公司貨,任天堂 Nintendo Switch Usb充電主機底座散熱冷卻風扇,0,DGBJBH-A900HO19I
【Game’Nir】四代筆電級 Dock Charger4 Switch 轉接充電頭 氮化鎵 電視底座 4Khdmi(台灣公司貨),Game’Nir 四代筆電級 Dock Charger4 Switch 轉接充電頭 氮化鎵 電視底座 4Khdmi 台灣公司貨,0,DYBD00-A900ERP0K
【蘭蔻】官方直營 絕對完美黃金玫瑰修護眼霜 20ml(LANCOME/玫瑰眼霜/四季玫瑰),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD0F-A900BNPQD
【Philips 飛利浦】買大送小超值組-DLP4347C-10000mAh多功能十合一螢幕顯示行動電源(TypeC/Lightning任選),買大送小超值組 4色可選-10000mAh多功能十合一螢幕顯示行動電源,1,DYAO44-A900HRS9S
【皇覺】土精靈花生牛軋雪Q餅3盒,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBDA01-A900FGFL8
【SHISEIDO 資生堂東京櫃】雪花香氛魔法盒2023 25g + 雪花香氛護手霜2023 40g（專櫃公司貨）,【Bono】Iphone 雙 Lightning + 3.5Mm 音源轉接線（五合一快速充電式）｜旗艦款,0,DDBH2E-A900HAAMB
【CLARINS 克蘭詩】孕媽全新一代宛若新生撫紋霜175ml(撫紋霜/撫紋霜/妊娠霜),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD0B-A900AXHJS
【Samsung 三星】Galaxy S24 Ultra 5G 6.8吋(12G/512G/高通驍龍8 Gen3/2億鏡頭畫素/AI手機),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DYALQG-A900HJALT
【Msi 微星】Geforce Rtx 4070 Ti Gaming X Trio White 12G 顯示卡,【Msi 微星】Geforce Rtx 4070 Ti Gaming X Trio 12G 顯示卡,0,DRADLA-A900G474J
Usb立體聲音效卡轉3.5Mm耳麥,Usb立體聲音效卡轉3.5Mm耳麥,0,10849334
【台隆手創館】KOSE Q10活齡 護手霜 80g(美白-豐潤蜜桃/賦活/超濃厚夜用/美白極潤),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DEEO1V-A900GMGGO
【SHARP 夏普】AQUOS wish4 5G 6.6吋(6G/128G),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DYAW5O-A900HLX8R
Mio 原廠 黏貼式 短支架,【Mio】原廠黏貼式短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),1,10018297
【BOSE】Ultra 開放式耳機 矽膠充電盒保護套 霧白色,Ultra 開放式耳機 矽膠充電盒保護套 霧白色,1,DGCT1B-A900HDP0Q
【BOSE】Quiet Comfort Ultra 消噪耳塞 暗月藍,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DGCT19-A900HYWHL
【Estee Lauder 雅詩蘭黛】特潤超導全方位修護露50ml(小棕瓶50ml/精華液/保濕/IU摯愛),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD2P-A900BR0Y6
【Amd超值裝機組】R57600X六核心處理器+微星Pro B650MA Wifi主機板,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,DRAI4R-1900FZ1PI
倍潔雅抽取式衛生紙 (100抽X8包X10袋/箱),【倍潔雅】柔軟舒適抽取式衛生紙(150抽56包/箱),1,6780067
【Gigabyte 技嘉】Aorus Geforce Rtx 4080 Master 16G 顯示卡,技嘉Geforce Rtx 4090 Master 24G顯示卡,0,DRADL2-A900FR3XT
【Shu uemura 植村秀】60秒速效精華水面膜 330ML〈專櫃公司貨〉,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDBH2F-A900ABKO5
【順天本草】冰糖燕窩禮盒樂活版(6瓶/盒),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,QFBX0X-A90099VEA
【Logitech G】G502 X PLUS 炫光高效能無線電競滑鼠,irocks T07 PLUS 人體工學椅+Real A36耳機,0,DSBC0X-A900FXE94
【Estee Lauder 雅詩蘭黛】白金級極萃賦活花秘眼霜15ml(冰肌乳霜質地  一抹化水/效期到2025/10/01),白金級極萃賦活花秘眼霜 15ml,1,DDCV5L-A900HQEDB
【BOSE】Ultra 開放式耳機(月石藍),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DGCT19-A900HYVI5
【Lenovo】特仕版 14吋AI輕薄筆電(IdeaPad Slim 5/83DA0048TW/Ultra 5-125H/16G/改裝2TB SSD/深邃藍),ACULON T02 8X21 雙筒望遠鏡 賞鳥 演唱會 球賽 (白) 台灣代理商公司貨,0,DHBF90-1900HWIO0
【Gigabyte 技嘉】Rtx4070 Windforce Oc 12G 顯示卡,技嘉 Rtx4070 Windforce Oc 12G 顯示卡,1,DRADNQ-A900G8CR0
【雅詩蘭黛】特潤超導全方位修護露 100ml(加大版 精華液_國際航空版),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDADP5-1900I0D9U
【LANCOME 蘭蔻】晶透潔顏泡沫 200ml(專櫃公司貨),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD0F-A900HH8TX
【LANCOME 蘭蔻】溫和卸妝乳 400ML〈專櫃公司貨〉,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD0F-A90060WSM
【Microsoft 微軟】XBOX 原廠無線控制器 手把 PC手把 Xbox Series S X PC 適用(極地行動),白蘭氏 冰糖燕窩70G (6入) X 3盒,0,DGBJAH-A900HCLHA
【Hermes 愛馬仕】D’Orange Verte橘綠之泉香皂50g(國際航空版-附皂盒 香水皂),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DSBE3I-A900HJYBT
【CLARINS 克蘭詩】超性感美頸霜 彈力升級版75ml,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD0B-A900FV3JH
【Sharp 夏普】31L 自動料理兼烘培水波爐(AxXs5T),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DMBJ0L-A900AGIAY
【Acer 宏碁】AMD 8核 Ryzen7 8700G 4.2GHz,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DSBC0B-A900H5EGE
倍潔雅 抽取式衛生紙(100抽14包/袋),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,6781146
倍潔雅 抽取式衛生紙(150抽X14包X4袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,9455744
【Ocean Baby】啃咬安撫娃娃(寶寶玩具/安撫玩具/寶寶玩伴/彌月禮/娃娃),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DEAI59-A900BA4OS
【Sisley 希思黎】抗皺活膚御緻駐顏霜-50ml(國際航空版),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD21-A900FOIIU
即期品【寶拉珍選】抗老化緊緻A醇身體乳118ml 2入組,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDDE03-1900HBN21
倍潔雅抽取式衛生紙150抽X10包X8串/箱,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,10874262
【ORIGINS 品木宣言】駐顏有樹撫紋煥膚A醇精華30ml,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD0A-A900HHP31
【台灣霓虹】Usb轉Dc3.5X1.35Mm 5V電源線,【台灣霓虹】Usb轉Dc3.5X1.35Mm 5V電源線,0,DRAF02-A900EO59N
倍潔雅 抽取式衛生紙(150抽X14包X6袋/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,6780069
【SONY 索尼】E PZ 10-20 mm F4 G APS-C 廣角變焦鏡頭(公司貨 SELP1020G),G PRO X 無線輕量滑鼠二代 桃色,0,DGBS1M-A900F618T
【倍潔雅】抽取式衛生紙 150抽X14包/串,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,9455744
Sampo聲寶陶瓷式定時電暖器 HxFh12P,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9455512
倍潔雅 純萃柔感抽取式衛生紙(150抽X12包X5串/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10173920
【Asus 華碩】Dual Geforce Rtx3050 Oc超頻版 8Gb 顯示卡,【Asus 華碩】TufRtx4070O12GGaming 顯示卡,0,DRAD1N-A900DXA1S
TypeC To Hdmi4K+Vga+Usb+Pd充電+3.5Mm音源 5合1影音轉接器,加利王Wuw TypeC To 3.5Mm / UsbC轉3.5Mm 音頻轉接線(X106),0,6137937
【Panasonic 國際牌】500公升新一級能源效率四門變頻冰箱-絲紋黑(NR-D501XV-V1),無邊框鋼板500公升四門冰箱NR-D501XV-V1(絲紋黑),1,DPAC1T-A900G80XB
日本Kiu 88908 Just Get Wet!! 白色 極輕大尺寸 成人斗篷雨衣 附收納袋(男女適用),【Kiu】極輕大尺寸成人斗篷雨衣(88900 Just Get Wet黑),0,7856248
【Asus 華碩】Ph Geforce Rtx306012GV2 顯示卡,【Asus 華碩】Ph Geforce Rtx306012GV2 顯示卡,0,DRAD1N-A900BPJAN
【白蘭氏】冰糖燕窩禮盒70G*5入*2盒 (共10入) 贈晶鑽碗(銷售No.1 養顏美容 滋補聖品 送禮首選),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBCL0O-1900C86JI
【ANESSA 安耐曬】官方直營 金鑽高效水感防曬凝膠NA 90g(全新改版),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDCV3Q-A900HOOO1
【Asus 華碩】DualRtx3060TiO8Gd6XWhite 顯示卡,【Asus 華碩】TufRtx4070O12GGaming 顯示卡,0,DRADKY-A900G9F9Y
【Sisley 希思黎】官方直營 瞬間保濕緊膚面膜60ml(3分鐘為肌膚解渴),瞬間保濕緊膚面膜 60ml,1,DDAD21-A900HD51A
倍潔雅抽取式衛生紙 (100抽X8包X10袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,6777048
倍潔雅 抽取式衛生紙(100抽14包6袋/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,8439204
【Giorgio Armani 亞曼尼】黑曜岩新生奇蹟高效眼活萃 20ml(國際航空版),黑曜岩新生奇蹟高效眼活萃(20ml)-國際航空版,1,DDADP5-A900HY2U7
【APIVITA 艾蜜塔】泥狀面膜50ml-三款可選(國際航空版),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDADNN-A900C6F5V
【Panasonic 國際牌】610公升新一級能源效率三門變頻冰箱-絲紋黑(NR-C611XV-V1),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DPAC1T-A900G80X0
【Microsoft 微軟】XBOX 原廠無線控制器 手把 PC手把 Xbox Series S X PC 適用(叢林風暴),微星Msi Rtx 4070 12G Gaming X Trio 顯示卡,0,DGBJAH-A900HE38B
【聖沛黎洛】天然氣泡礦泉水玻璃瓶裝1000mlx12入/箱,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DBAJ05-A90088PI3
【Nintendo 任天堂】NS 紙片瑪利歐RPG 中文版(台灣公司貨),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DGBJPQ-1900HI41O
決戰時刻 Plus 10.8吋 4G通話 聯發科十核心 極速上網 平板電腦(8G/64G),iPhone 16 Plus (256G),0,DYAM1Q-A900G9POR
【Logitech G】G PRO X SUPERLIGHT 2 無線輕量化滑鼠(黑色),G PRO X 無線輕量滑鼠二代 黑色,1,DCBE2G-A900GO5FG
【Apple】iPhone 16 Plus(256G/6.7吋),iPhone 16 Plus (256G),1,DYAJM2-A900HSWH8
【Amd超值裝機組】R57600X六核心處理器+微星Pro B650P Wifi主機板,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DRAI4R-1900FZ1P8
【蘭蔻】官方直營 超極光淨緻毛孔洗面乳 125ml(LANCOME),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD0F-A900G6SO2
【雅詩蘭黛】特潤超導全方位修護露 100ml(加大版 精華液_國際航空版),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDADP5-1900I0D9U
【Samsung 三星】Galaxy S24 Ultra 5G 6.8吋(12G/512G/高通驍龍8 Gen3/2億鏡頭畫素/AI手機),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DYALQG-A900HJALT
【BravoU】3.5Mm Aux汽車專用音源Usb轉接線(白色),【Kinyo】迷你立臥兩用電暖器(保暖必備 Eh80),0,DCACGE-A83975974
