e1,e2,label,group_id,platform
【Arden 雅頓】HA白金澎潤保濕膠囊90顆(國際航空版),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD08-A900GHO4W,momo
【MSI 微星】▲特仕 32G Ram▲16吋 Pulse 16 AI C1VFKG 015TW/Ultra 9 185H/RTX4060/1TB/W11,背光鍵盤 CreatorPro 16 AI Studio A1VJG-070TW 16吋繪圖筆電,0,DHAKAZ-1900HV8JB,momo
尚朋堂 陶瓷電暖器Sh3260,【尚朋堂】陶瓷電暖器Sh3260,1,9775601,import
【LANCOME 蘭蔻】晶透潔顏泡沫200ml(百貨專櫃貨),晶透潔顏泡沫200ml,1,DDAD0F-A900HH8TX,momo
官方旗艦館【小米】Xiaomi 14T Pro 6.67吋 5G(12G/1TB/聯發科天璣9300+晶片/5000萬鏡頭畫素),14T Pro 12GB/1TB,1,DYAWBX-A900HTG4S,momo
【Razer 雷蛇】Cobra Pro 眼鏡蛇 無線電競滑鼠,Basilisk 巴塞利斯蛇 V3 Pro 35K 無線電競滑鼠,0,DCBF01-A900HLWA2,momo
ブラボーユー 3.5Mm轉Usb(母)汽車Aux專用音頻轉接線,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9162939,import
【契爾氏】官方直營 超進化全能新生超級眼霜28ml(Kiehl’s/輕脂眼霜/緊緻),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD8M-A900G8PXL,momo
【Amd超值裝機組】R57600X六核心處理器+微星Pro B650P Wifi主機板,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DRAI4R-1900FZ1P8,import
【Sharp 夏普】30L Healsio水波爐/紅(AxXp10TR),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMBJ02-A900F6RO2,import
Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10386726,import
倍潔雅好韌真Plus 3層抽取衛生紙Pefc茶樹精油抑菌(100抽10包/袋),【倍潔雅】好韌真Plus 3層茶樹精油抑菌抽取衛生紙Pefc(100抽10包6袋),1,9716694,import
【Hermes 愛馬仕】橘綠之泉香皂 香水皂 50gX3入組-含皂盒(平行輸入),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAH1W-A900GCQAW,momo
【Msi 微星】Rtx 3060 Ti 8G Super 3X 8Gd6X Oc 顯示卡,微星Msi Rtx 3060 Ti 8G Super 3X 8Gd6X Oc 顯示卡,1,DRADLA-A900G95I7,import
【Sisley 希思黎】瞬間保濕緊膚面膜 60ml(法國進口 國際航空版),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD21-A900HD51A,momo
【KOSE 高絲】雪肌精 靚白洗顏乳 140ml,雪肌精靚白洗顏乳140ml  (正統公司貨),1,DDAD0D-A900BOF13,momo
【Msi 微星】Geforce Rtx 4070 Ti Gaming X Trio 12G 顯示卡,【Msi 微星】Geforce Rtx 4070 Ti Gaming X Trio 12G 顯示卡,0,DRADLA-A900FW2BZ,import
【MSI 微星】Katana A17 AI B8VE-838TW-SP4 17.3吋 黑 特仕筆電(R7 8845HS/16G+16G/1TB PCIE+1TB SSD/RTX4050 6G/W11),G5 MF5-52TW383SH-SP6 黑(i5-13500H/32G/512G+2TB SSD/RTX4050 6G/W11/15.6)特仕筆電,0,DHABGS-A900HN92K,momo
Panasonic國際牌 450公升三門變頻玻璃翡翠金冰箱NR-C454HG-N,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DMBM2D-A900HWOO6,momo
【BOSE】QuietComfort Ultra  耳機襯墊 霧白色,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGCT1B-A900HEWNU,momo
倍潔雅秒抽瞬吸抽取式廚房紙巾100抽28包,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,9747451,import
【Asus 華碩】DualRtx4060TiO8G 顯示卡,【Asus 華碩】TufRtx4070O12GGaming 顯示卡,0,DRADKY-A900GCL3D,import
【WD 威騰】My Book 16TB 3.5吋外接硬碟WDBBGB0160HBK-SESN,My Book 16TB 3.5吋外接硬碟(BBGB0160HBK-SESN),1,DRAA5N-A900H079C,momo
【Lenovo】Tab P12 12.7吋 8G/256G WiFi TB370FU 平板電腦(鍵盤皮套組),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DYAMFE-A900H3H48,momo
【Remax】Rpp20 15000Mah 18W 4孔輸出自帶線,Remax Rpp20 四合一行動電源 15000Mah Pd Qc3.0,0,DYAO44-A900G3VCX,import
【HR 赫蓮娜】官方直營 黑繃帶修護乳霜15ML(專櫃抗老推薦),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDADN3-A900HB06M,momo
Promate Usb Type C To 3.5Mm 音源轉接頭,【Promate】Usb Type C To 3.5Mm 音源轉接頭(AuxlinkC),1,8349225,import
Bone / 原木擴香台 Wood Diffuser  毛怪,加利王Wuw TypeC To 3.5Mm / UsbC轉3.5Mm 音頻轉接線(X106),0,8974205,import
【HUAWEI 華為】WATCH Ultimate Design 48mm 尊享款 運動健康智慧手錶,『官旗』 WATCH ULTIMATE Design 尊享款,1,DYAK5H-A900HHBVF,momo
【Nintendo 任天堂】NS Switch《紙片瑪利歐 RPG》台灣公司貨 中文版-梓萌電玩,NS《紙片瑪利歐RPG》中文版,1,DGBJPQ-1900HI41O,momo
【SanDisk 晟碟】64GB 200MB/s Extreme Pro microSDXC U3 V30 A2 記憶卡(平輸 附轉卡),【C+M套餐】微星 Pro B650MA Wifi 主機板 + Amd R57600X處理器,0,DGCA05-A900F8U2N,momo
【皇覺】櫻花莓果牛軋雪Q餅3盒,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DBACFN-A900FG0WW,import
即期品【寶拉珍選】抗老化緊緻A醇身體乳118ml 2入組,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDDE03-1900HBN21,momo
【Papago!】Gosafe 888 雙鏡頭電子後視鏡行車紀錄器測速版+天瀚 導航王 K700 7吋導航機(行車導航組),Papago! Gosafe888雙鏡頭電子後視鏡+天瀚Carking K700行車七吋導航組,1,DEBB01-A900FTNSD,import
【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Rj45多功能轉接器,【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Vga多功能轉接器,1,8369751,import
【Game’Nir】四代筆電級 Dock Charger4 Switch 轉接充電頭 氮化鎵 電視底座 4Khdmi(台灣公司貨),Game’Nir 四代筆電級 Dock Charger4 Switch 轉接充電頭 氮化鎵 電視底座 4Khdmi 台灣公司貨,0,DYBD00-A900ERP0K,import
【蘭蔻】官方直營 絕對完美黃金玫瑰修護眼霜 20ml(LANCOME/玫瑰眼霜/四季玫瑰),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD0F-A900BNPQD,momo
【Philips 飛利浦】買大送小超值組-DLP4347C-10000mAh多功能十合一螢幕顯示行動電源(TypeC/Lightning任選),買大送小超值組 4色可選-10000mAh多功能十合一螢幕顯示行動電源,1,DYAO44-A900HRS9S,momo
【Samsung 三星】Galaxy S24 Ultra 5G 6.8吋(12G/512G/高通驍龍8 Gen3/2億鏡頭畫素/AI手機),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DYALQG-A900HJALT,momo
【Msi 微星】Geforce Rtx 4070 Ti Gaming X Trio White 12G 顯示卡,【Msi 微星】Geforce Rtx 4070 Ti Gaming X Trio 12G 顯示卡,0,DRADLA-A900G474J,import
Usb立體聲音效卡轉3.5Mm耳麥,Usb立體聲音效卡轉3.5Mm耳麥,0,10849334,import
【台隆手創館】KOSE Q10活齡 護手霜 80g(美白-豐潤蜜桃/賦活/超濃厚夜用/美白極潤),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DEEO1V-A900GMGGO,momo
【SHARP 夏普】AQUOS wish4 5G 6.6吋(6G/128G),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DYAW5O-A900HLX8R,momo
Mio 原廠 黏貼式 短支架,【Mio】原廠黏貼式短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),1,10018297,import
【BOSE】Ultra 開放式耳機 矽膠充電盒保護套 霧白色,Ultra 開放式耳機 矽膠充電盒保護套 霧白色,1,DGCT1B-A900HDP0Q,momo
【BOSE】Quiet Comfort Ultra 消噪耳塞 暗月藍,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DGCT19-A900HYWHL,momo
【Estee Lauder 雅詩蘭黛】特潤超導全方位修護露50ml(小棕瓶50ml/精華液/保濕/IU摯愛),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD2P-A900BR0Y6,momo
【Amd超值裝機組】R57600X六核心處理器+微星Pro B650MA Wifi主機板,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,DRAI4R-1900FZ1PI,import
倍潔雅抽取式衛生紙 (100抽X8包X10袋/箱),【倍潔雅】柔軟舒適抽取式衛生紙(150抽56包/箱),1,6780067,import
【Gigabyte 技嘉】Aorus Geforce Rtx 4080 Master 16G 顯示卡,技嘉Geforce Rtx 4090 Master 24G顯示卡,0,DRADL2-A900FR3XT,import
【順天本草】冰糖燕窩禮盒樂活版(6瓶/盒),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,QFBX0X-A90099VEA,import
【Estee Lauder 雅詩蘭黛】白金級極萃賦活花秘眼霜15ml(冰肌乳霜質地  一抹化水/效期到2025/10/01),白金級極萃賦活花秘眼霜 15ml,1,DDCV5L-A900HQEDB,momo
【Lenovo】特仕版 14吋AI輕薄筆電(IdeaPad Slim 5/83DA0048TW/Ultra 5-125H/16G/改裝2TB SSD/深邃藍),ACULON T02 8X21 雙筒望遠鏡 賞鳥 演唱會 球賽 (白) 台灣代理商公司貨,0,DHBF90-1900HWIO0,momo
【Gigabyte 技嘉】Rtx4070 Windforce Oc 12G 顯示卡,技嘉 Rtx4070 Windforce Oc 12G 顯示卡,1,DRADNQ-A900G8CR0,import
【雅詩蘭黛】特潤超導全方位修護露 100ml(加大版 精華液_國際航空版),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDADP5-1900I0D9U,momo
【LANCOME 蘭蔻】晶透潔顏泡沫 200ml(專櫃公司貨),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD0F-A900HH8TX,momo
【LANCOME 蘭蔻】溫和卸妝乳 400ML〈專櫃公司貨〉,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD0F-A90060WSM,momo
【Hermes 愛馬仕】D’Orange Verte橘綠之泉香皂50g(國際航空版-附皂盒 香水皂),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DSBE3I-A900HJYBT,momo
【CLARINS 克蘭詩】超性感美頸霜 彈力升級版75ml,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD0B-A900FV3JH,momo
【Sharp 夏普】31L 自動料理兼烘培水波爐(AxXs5T),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DMBJ0L-A900AGIAY,import
倍潔雅 抽取式衛生紙(150抽X14包X4袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,9455744,import
【Ocean Baby】啃咬安撫娃娃(寶寶玩具/安撫玩具/寶寶玩伴/彌月禮/娃娃),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DEAI59-A900BA4OS,import
【Sisley 希思黎】抗皺活膚御緻駐顏霜-50ml(國際航空版),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD21-A900FOIIU,momo
即期品【寶拉珍選】抗老化緊緻A醇身體乳118ml 2入組,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDDE03-1900HBN21,momo
倍潔雅抽取式衛生紙150抽X10包X8串/箱,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,10874262,import
倍潔雅 抽取式衛生紙(150抽X14包X6袋/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,6780069,import
【SONY 索尼】E PZ 10-20 mm F4 G APS-C 廣角變焦鏡頭(公司貨 SELP1020G),G PRO X 無線輕量滑鼠二代 桃色,0,DGBS1M-A900F618T,momo
【倍潔雅】抽取式衛生紙 150抽X14包/串,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,9455744,import
Sampo聲寶陶瓷式定時電暖器 HxFh12P,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9455512,import
倍潔雅 純萃柔感抽取式衛生紙(150抽X12包X5串/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10173920,import
【Asus 華碩】Dual Geforce Rtx3050 Oc超頻版 8Gb 顯示卡,【Asus 華碩】TufRtx4070O12GGaming 顯示卡,0,DRAD1N-A900DXA1S,import
【Panasonic 國際牌】500公升新一級能源效率四門變頻冰箱-絲紋黑(NR-D501XV-V1),無邊框鋼板500公升四門冰箱NR-D501XV-V1(絲紋黑),1,DPAC1T-A900G80XB,momo
日本Kiu 88908 Just Get Wet!! 白色 極輕大尺寸 成人斗篷雨衣 附收納袋(男女適用),【Kiu】極輕大尺寸成人斗篷雨衣(88900 Just Get Wet黑),0,7856248,import
【Asus 華碩】Ph Geforce Rtx306012GV2 顯示卡,【Asus 華碩】Ph Geforce Rtx306012GV2 顯示卡,0,DRAD1N-A900BPJAN,import
【白蘭氏】冰糖燕窩禮盒70G*5入*2盒 (共10入) 贈晶鑽碗(銷售No.1 養顏美容 滋補聖品 送禮首選),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBCL0O-1900C86JI,import
【ANESSA 安耐曬】官方直營 金鑽高效水感防曬凝膠NA 90g(全新改版),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDCV3Q-A900HOOO1,momo
【Sisley 希思黎】官方直營 瞬間保濕緊膚面膜60ml(3分鐘為肌膚解渴),瞬間保濕緊膚面膜 60ml,1,DDAD21-A900HD51A,momo
倍潔雅 抽取式衛生紙(100抽14包6袋/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,8439204,import
【Giorgio Armani 亞曼尼】黑曜岩新生奇蹟高效眼活萃 20ml(國際航空版),黑曜岩新生奇蹟高效眼活萃(20ml)-國際航空版,1,DDADP5-A900HY2U7,momo
【APIVITA 艾蜜塔】泥狀面膜50ml-三款可選(國際航空版),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDADNN-A900C6F5V,momo
【Microsoft 微軟】XBOX 原廠無線控制器 手把 PC手把 Xbox Series S X PC 適用(叢林風暴),微星Msi Rtx 4070 12G Gaming X Trio 顯示卡,0,DGBJAH-A900HE38B,momo
【聖沛黎洛】天然氣泡礦泉水玻璃瓶裝1000mlx12入/箱,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DBAJ05-A90088PI3,momo
【Nintendo 任天堂】NS 紙片瑪利歐RPG 中文版(台灣公司貨),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DGBJPQ-1900HI41O,momo
【Logitech G】G PRO X SUPERLIGHT 2 無線輕量化滑鼠(黑色),G PRO X 無線輕量滑鼠二代 黑色,1,DCBE2G-A900GO5FG,momo
【Apple】iPhone 16 Plus(256G/6.7吋),iPhone 16 Plus (256G),1,DYAJM2-A900HSWH8,momo
【Amd超值裝機組】R57600X六核心處理器+微星Pro B650P Wifi主機板,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DRAI4R-1900FZ1P8,import
【蘭蔻】官方直營 超極光淨緻毛孔洗面乳 125ml(LANCOME),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD0F-A900G6SO2,momo
【雅詩蘭黛】特潤超導全方位修護露 100ml(加大版 精華液_國際航空版),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDADP5-1900I0D9U,momo
【Samsung 三星】Galaxy S24 Ultra 5G 6.8吋(12G/512G/高通驍龍8 Gen3/2億鏡頭畫素/AI手機),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DYALQG-A900HJALT,momo
【BravoU】3.5Mm Aux汽車專用音源Usb轉接線(白色),【Kinyo】迷你立臥兩用電暖器(保暖必備 Eh80),0,DCACGE-A83975974,import
【Gigabyte 技嘉】Aorus Geforce Rtx 4060 Ti Elite 8G 顯示卡,技嘉 Geforce Rtx 4060 Ti Eagle 8G 顯示卡,0,DRADL2-A900GCQXR,import
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,0,9162939,import
Bone / 搖搖擴香木 Swing Diffuser  艾菲爾鐵塔(灰),加利王Wuw TypeC To 3.5Mm / UsbC轉3.5Mm 音頻轉接線(X106),0,6554742,import
【SHISEIDO 資生堂國際櫃】時空琉璃LX極上御藏防禦精華乳 15ML x 2〈保存期限至2025/09.國際航空版〉,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD6X-A900EQVUH,momo
【Jurlique 茱莉蔻】即期品  靜謐薰衣草身體乳液300ml(2024/12),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAD8P-A900FAOYS,momo
【G-PLUS 拓勤】F1+ 三防資安4G直立式手機Type-C,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMBM0Y-A900HCN2E,momo
【KOSE 高絲】雪肌精 輕水感UV防曬乳 60gx2(贈 洗顏霜20gx2),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDCM00-A900HB7I2,momo
Game’Nir Switch 轉接充電頭 三代Pro Dock Charger 可取代電視底座 影音 2Khdmi 台灣公司貨,Game’Nir Switch 轉接充電頭 三代Pro Dock Charger 可取代電視底座 影音 2Khdmi 台灣公司貨,0,9779851,import
【SONY 索尼】Xperia 1 VI 5G 6.5吋(12G/512G高通驍龍8 Gen3/4800萬鏡頭畫素),SONY Xperia 1 VI (12G/256G),0,DYAW9T-A900HGZTR,momo
【Arden 雅頓】HA白金澎潤保濕膠囊90顆(國際航空版),《 伊莉莎白》HA白金澎潤保濕膠囊90顆,1,DDAD08-A900GHO4W,momo
倍潔雅 純萃柔感抽取式衛生紙(150抽X12包X5袋/箱),【倍潔雅】抽取式衛生紙 150抽X14包/串,1,10173920,import
SHURE MoveMic Two Receiver KIT 無線麥克風組(MVTWOKITZ6),MoveMic Two Receiver KIT 一對二無線領夾式麥克風套組,1,DGAFA2-A900HB7UV,momo
【皇覺】紅寶石蔓越莓牛軋雪Q餅5盒,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DBACFN-A900FG2B9,import
Lego樂高 哈利波特系列 71043 Hogwarts Castle,樂高積木 Lego《 Lt71043 》Harry Potter 哈利波特系列  Hogwarts™ Castle,0,6702608,import
【SONY 索尼】PS5 DualSense 原廠無線控制器(星塵紅),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DGBJGB-1900BFLVD,momo
【BOSE】Ultra 開放式耳機 霧白色,Ultra 開放式耳機 矽膠充電盒保護套 霧白色,0,DGCT19-A900H9IZF,momo
【Canon】搭1黑1彩高容量墨水★PIXMA MG3670 多功能相片複合機(經典黑),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DSAQC6-A900HSESS,momo
【Redbox】便攜式電動咖啡機 Ycm1803A(便攜隨行),【Redbox】便攜式電動咖啡機 Ycm1803A(便攜隨行),0,DMATI3-A900G4DEK,import
【Sharp 夏普】30L Healsio水波爐/白(AxXp10TW),夏普Healsio炙燒水波爐AxXp10T(W),1,DMBJ0L-A900DYD89,import
倍潔雅 抽取式衛生紙(150抽X14包X4袋/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10294967,import
【Antian】便攜式咖啡磨豆機 電動咖啡研磨器 小型豆漿機 磨粉機 方形咖啡機,【Antian】便攜式咖啡磨豆機 電動咖啡研磨器 小型豆漿機 磨粉機 方形咖啡機,0,DMAT13-A900F6W4F,import
【Gigabyte 技嘉】Aorus Geforce Rtx 4080 Master 16G 顯示卡,技嘉 Aorus Geforce Rtx 4080 16Gb Master 顯示卡,1,DRADL2-A900FR3XT,import
【WHOO 后】官方直營 皇后之吻純金修護唇萃 15ml,超未來肌因亮眼精粹霜 15ml,0,DDADGV-A900HPUR6,momo
【KOSE 高絲】雪肌精 漾活黑酵母精萃亮眼霜15g,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD0D-A900G4RAC,momo
【ANESSA 安耐曬】官方直營 美光燈潤色防曬凝膠N 90g(全新改版/粉紫提亮潤色/修飾暗沉),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAD73-A900HNWY2,momo
【SK-II】官方直營 晶鑽極緻奢華再生眼霜 15g(晶鑽極致系列),【南紡購物中心】 晶鑽極緻奢華再生眼霜 15g,1,DDCV0L-A900HPY1F,momo
【Asus 華碩】DualRtx3060TiO8Gd6XWhite 顯示卡,Asus DualRtx3060TiO8Gd6XWhite 顯示卡,1,DRADKY-A900FX2SH,import
倍潔雅 抽取式衛生紙(150抽X14包X4袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,8439204,import
【LANCOME 蘭蔻】超未來肌因亮眼精粹霜 15mlx2(國際航空版),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD0F-A900FTSJA,momo
【BOSE】QuietComfort Ultra  耳機襯墊 砂岩色,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGCT1B-A900HS5U0,momo
【Nikon 尼康】PROSTAFF P3 10x42 雙筒望遠鏡(輕便賞鳥望遠鏡),ACTION EX 12X50CF雙筒望遠鏡(台灣總代理公司貨保固),0,DGCB71-A900H40V7,momo
【GIGABYTE 技嘉】AORUS 16X AKG-53TWC54SH 技嘉14代滿血旗艦款電競筆電/i7/RTX4060/16吋,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DHABCI-A900H9K28,momo
【Asus 華碩】TufRtx4070O12GGaming 顯示卡,【Asus 華碩】Ph Geforce Rtx306012GV2 顯示卡,0,DRADKY-A900G8CNE,import
【SHISEIDO 資生堂國際櫃】時空琉璃極上御藏潔膚皂 125ML〈國際航空版〉,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDADP2-A900HXN20,momo
日本Kiu 163926 薄荷綠 標準成人空氣感有袖斗篷雨衣 附收納袋(男女適用),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,9606653,import
【Mio】原廠後視鏡短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),【Mio】原廠黏貼式短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),0,QCAB6G-A9009S58A,import
倍潔雅 純萃柔感抽取式衛生紙(150抽X10包X8袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,9455744,import
【SONY 索尼】預購☆2024.11.21上市 PS Portal 遙控遊玩機(30週年紀念款),PlayStation Portal 遙控遊玩機-30 週年限量版,1,DGBJQT-A900HV9R0,momo
【BOSE】Quiet Comfort Ultra 消噪耳塞 月石藍,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGCT19-A900H0RGN,momo
【Benten 奔騰】S+級福利品 F60 Plus 4G VoLTE功能摺疊手機(原廠展示機),【南紡購物中心】 F1+ 4G 三防資安/部隊機(第二代TYPE-C充電輸入),0,DGASEJ-A900FVMDM,momo
【ANESSA 安耐曬】金鑽高效防曬露N 4X版 60ml雙入組,安耐曬 金鑽高效防曬露N (4X版) SPF50+ PA++++ 60ml*2(百貨專櫃貨),1,DDAD9U-A900HMHQK,momo
【Asus 華碩】Dual Geforce Rtx3050 Oc超頻版 8Gb 顯示卡,Asus 華碩 Asus Dual Geforce Rtx 3050 Oc Edition 8Gb Gddr6 顯示卡,1,DRAD1N-A900DXA1S,import
【Apple】iPhone 16 Pro(256G/6.3吋),iPhone 16 (128G),0,DYAJDN-A900HSOV1,momo
【Panasonic 國際牌】498L一級能效智慧節能雙門變頻冰箱(NR-B493TG-W),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DMBM2D-A900HX46L,momo
【Sharp 夏普】30L Healsio炙燒水波爐洋蔥白(AxXp10TW),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMBM0G-A900G4CYG,import
倍潔雅純粹Pure無漂白抽取式衛生紙Pefc(100抽8包8袋),【倍潔雅】純粹Pure無漂白抽取式衛生紙Pefc(100抽8包8袋),1,9716695,import
【Estee Lauder 雅詩蘭黛】特潤超導全方位修護露50ml(No.1小棕瓶 彈嫩發光/精華液/IU摯愛),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAD2P-A900BR0Y6,momo
【Arden 雅頓】超進化黃金導航眼部膠囊60顆(航空版),超進化黃金導航眼部膠囊 60顆,1,DDAD08-A900GHZ5U,momo
【Asus 華碩】DualRtx3050O8G 顯示卡,【Asus 華碩】TufRtx4070O12GGaming 顯示卡,0,DRAD1N-A900DXA1S,import
舒耳 Shure MoveMic Two Receiver kit 一對二 無線 麥克風(專業版本 無線收音 藍牙配對 採訪),ACULON T02 8X21 雙筒望遠鏡 賞鳥 演唱會 球賽 (白) 台灣代理商公司貨,0,DGAFA2-A900HB7UV,momo
